id,seat,area,incumbent,conservative,labour,libdems,ukip,green,snp,plaidcymru,other,sinnfein,sdlp,uu,dup,alliance,change,party,majority,majority2010
485,Salisbury,southwestengland,conservative,55.13,9.08,16.04,13.05,4.9,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,no,conservative,39.09,12.31
148,Colne Valley,yorkshireandthehumber,conservative,39.86,30.82,10.61,14.08,3.91,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,no,conservative,9.04,8.75
48,Birmingham Erdington,westmidlands,labour,34.27,43.99,2.59,13.26,3.73,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,no,labour,9.72,9.22
295,Ilford North,london,conservative,46.27,38.72,1.79,8.4,3.96,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,no,conservative,7.55,11.49
315,Kirkcaldy and Cowdenbeath,scotland,labour,8.44,45.19,1.55,1.58,0.97,42.13,0.0,0.14,0.0,0.0,0.0,0.0,0.0,no,labour,3.06,50.24
640,Wyre Forest,westmidlands,conservative,39.71,15.01,1.67,18.61,3.2,0.0,0.0,21.81,0.0,0.0,0.0,0.0,0.0,no,conservative,17.9,5.19
446,Peterborough,eastofengland,conservative,39.76,28.54,4.51,23.27,3.57,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,no,conservative,11.23,10.82
216,Epping Forest,eastofengland,conservative,53.71,14.83,5.67,21.14,3.19,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,no,conservative,32.57,32.48
524,South West Bedfordshire,eastofengland,conservative,55.33,21.02,5.18,15.09,2.75,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,no,conservative,34.32,32.79
649,Wrexham,wales,labour,27.18,38.51,10.46,13.86,2.04,0.0,6.95,0.99,0.0,0.0,0.0,0.0,0.0,no,labour,11.33,11.09
384,Newark,eastmidlands,conservative,59.82,24.03,5.16,9.36,1.6,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,no,conservative,35.8,19.13
520,South Staffordshire,westmidlands,conservative,56.79,21.45,3.05,15.3,2.79,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,no,conservative,35.34,32.89
72,Bournemouth East,southwestengland,conservative,55.01,15.32,12.31,12.79,4.25,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,no,conservative,39.69,17.55
89,Bristol East,southwestengland,labour,31.26,40.05,7.9,6.94,9.1,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,no,labour,8.79,8.27
607,Weaver Vale,northwestengland,conservative,39.98,40.44,4.37,12.02,2.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,yes,labour,0.46,2.25
244,Glasgow South West,scotland,labour,5.52,41.35,1.37,1.72,2.58,44.55,0.0,2.92,0.0,0.0,0.0,0.0,0.0,yes,snp,3.21,46.16
423,Northampton North,eastmidlands,conservative,38.33,30.31,9.85,17.34,3.52,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,no,conservative,8.02,4.81
632,Witney,southeastengland,conservative,65.63,15.42,5.33,8.68,4.4,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,no,conservative,50.22,39.36
342,Llanelli,wales,labour,14.27,40.53,1.46,12.16,2.21,0.0,29.33,0.04,0.0,0.0,0.0,0.0,0.0,no,labour,11.2,12.55
469,Rochester and Strood,southeastengland,ukip,39.27,19.27,2.54,36.71,2.08,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,yes,conservative,2.55,7.29
338,"Liverpool, Walton",northwestengland,labour,5.9,74.1,1.99,11.8,4.97,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,no,labour,62.3,57.72
191,East Devon,southwestengland,conservative,56.14,12.93,13.14,12.24,5.49,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,no,conservative,43.0,17.17
240,Glasgow North,scotland,labour,6.45,28.68,18.26,1.95,2.97,38.88,0.0,2.81,0.0,0.0,0.0,0.0,0.0,yes,snp,10.2,13.16
330,Lewisham East,london,labour,24.41,51.84,12.02,4.61,6.84,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,no,labour,27.43,14.9
617,West Ham,london,labour,14.87,71.73,1.72,4.44,3.15,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,no,labour,56.86,47.99
8,Altrincham and Sale West,northwestengland,conservative,52.03,26.86,9.13,8.97,2.99,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,no,conservative,25.17,23.47
492,Sheffield Brightside and Hillsborough,yorkshireandthehumber,labour,10.82,58.02,4.76,16.8,6.36,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,no,labour,41.22,35.03
277,Hendon,london,conservative,41.54,45.18,1.68,8.19,3.38,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,yes,labour,3.64,0.23
366,Mid Worcestershire,westmidlands,conservative,54.13,14.92,6.57,20.89,3.47,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,no,conservative,33.23,31.15
547,Stockton South,northeastengland,conservative,41.25,38.93,2.12,14.83,2.2,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,no,conservative,2.32,0.66
368,Middlesbrough South and East Cleveland,northeastengland,labour,38.01,42.99,2.4,13.69,2.12,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,no,labour,4.98,3.63
247,Gordon,scotland,libdems,15.6,7.36,23.64,1.39,0.62,50.44,0.0,0.95,0.0,0.0,0.0,0.0,0.0,yes,snp,26.8,13.83
86,Brigg and Goole,yorkshireandthehumber,conservative,45.81,36.55,2.1,13.29,1.77,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,no,conservative,9.26,11.73
574,Thurrock,eastofengland,conservative,31.65,30.21,1.21,32.3,1.57,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0,yes,ukip,0.64,0.2
593,Wallasey,northwestengland,labour,29.13,54.69,1.93,11.19,3.02,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,no,labour,25.56,20.42
235,Gateshead,northeastengland,labour,15.73,56.15,4.83,18.49,3.97,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,no,labour,37.66,32.8
222,Falkirk,scotland,other,9.09,25.58,1.94,0.74,0.31,62.31,0.0,0.03,0.0,0.0,0.0,0.0,0.0,yes,snp,36.74,15.45
589,Vale of Clwyd,wales,labour,35.92,42.31,1.85,11.35,1.75,0.0,6.33,0.49,0.0,0.0,0.0,0.0,0.0,no,labour,6.38,7.06
505,Somerton and Frome,southwestengland,libdems,44.68,5.25,26.93,14.88,8.09,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,yes,conservative,17.75,3
439,Oxford West and Abingdon,southeastengland,conservative,51.72,13.66,22.98,6.8,4.8,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,no,conservative,28.74,0.31
614,West Bromwich West,westmidlands,labour,30.09,45.88,1.72,16.39,2.26,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,no,labour,15.79,15.62
107,Camberwell and Peckham,london,labour,13.32,68.56,7.8,3.98,5.96,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,no,labour,55.24,36.84
269,Hartlepool,northeastengland,labour,29.43,45.22,2.67,19.35,2.55,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,no,labour,15.79,14.41
178,Dudley South,westmidlands,conservative,44.88,32.82,2.47,17.34,2.45,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,no,conservative,12.06,10.1
306,Kenilworth and Southam,westmidlands,conservative,57.17,15.4,9.71,14.33,3.28,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,no,conservative,41.77,25.92
53,Birmingham Perry Barr,westmidlands,labour,23.38,54.09,6.46,12.24,3.45,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,no,labour,30.71,28.32
491,Sevenoaks,southeastengland,conservative,56.32,13.9,5.32,17.25,3.93,0.0,0.0,3.28,0.0,0.0,0.0,0.0,0.0,no,conservative,39.08,35.45
583,Truro and Falmouth,southwestengland,conservative,48.1,11.41,19.24,14.34,5.26,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,no,conservative,28.86,0.89
261,Halton,northwestengland,labour,18.75,60.82,1.96,15.12,2.58,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,no,labour,42.07,37.51
76,Bradford South,yorkshireandthehumber,labour,28.83,46.49,4.05,14.87,3.43,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,no,labour,17.66,12.16
51,Birmingham Ladywood,westmidlands,labour,13.34,59.35,10.14,13.36,3.76,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,no,labour,45.99,28.2
245,Glenrothes,scotland,labour,5.82,39.25,1.1,1.57,0.98,51.24,0.0,0.04,0.0,0.0,0.0,0.0,0.0,yes,snp,11.99,40.61
396,North Ayrshire and Arran,scotland,labour,12.79,26.28,1.65,2.22,1.04,55.88,0.0,0.13,0.0,0.0,0.0,0.0,0.0,yes,snp,29.6,21.46
93,Broadland,eastofengland,conservative,48.42,15.01,13.0,18.77,4.56,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,no,conservative,29.65,13.84
172,Dewsbury,yorkshireandthehumber,conservative,36.3,35.48,2.92,13.84,3.84,0.0,0.0,7.62,0.0,0.0,0.0,0.0,0.0,no,conservative,0.82,2.78
528,South West Surrey,southeastengland,conservative,61.92,7.11,11.56,12.72,6.07,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,no,conservative,49.2,28.5
646,Wycombe,southeastengland,conservative,53.77,19.71,11.14,11.48,3.6,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,no,conservative,34.06,19.85
292,Huddersfield,yorkshireandthehumber,labour,26.98,43.05,7.97,16.64,4.69,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,no,labour,16.07,11.04
228,Finchley and Golders Green,london,conservative,48.31,39.59,4.27,4.22,3.58,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,no,conservative,8.71,12.32
476,Rotherham,yorkshireandthehumber,labour,16.14,48.68,2.69,22.06,1.96,0.0,0.0,8.48,0.0,0.0,0.0,0.0,0.0,no,labour,26.62,24.79
154,Coventry South,westmidlands,labour,35.23,44.12,3.93,13.0,3.5,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,no,labour,8.88,8.37
225,Feltham and Heston,london,labour,33.76,50.45,2.27,7.56,3.88,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,no,labour,16.7,26.71
551,Stone,westmidlands,conservative,55.89,22.52,6.86,12.58,2.11,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,no,conservative,33.37,28.14
106,Calder Valley,yorkshireandthehumber,conservative,41.99,31.24,8.52,14.19,3.4,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,no,conservative,10.75,12.42
424,Northampton South,eastmidlands,conservative,44.91,26.35,4.56,17.57,3.56,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,no,conservative,18.56,15.4
577,Tooting,london,labour,38.12,50.24,2.88,4.07,4.59,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,no,labour,12.11,4.98
507,South Basildon and East Thurrock,eastofengland,conservative,42.07,29.21,1.71,17.97,7.12,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,no,conservative,12.86,12.9
159,Croydon South,london,conservative,54.59,25.38,8.38,7.9,3.73,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,no,conservative,29.21,28.08
188,"Ealing, Southall",london,labour,29.2,58.16,2.84,5.14,4.35,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,no,labour,28.96,21.73
40,Berwick-upon-Tweed,northeastengland,libdems,39.41,15.36,25.76,15.44,3.55,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,yes,conservative,13.66,7
473,"Ross, Skye and Lochaber",scotland,libdems,10.7,4.61,38.74,1.99,1.53,41.37,0.0,1.07,0.0,0.0,0.0,0.0,0.0,yes,snp,2.63,37.52
326,Leicester South,eastmidlands,labour,25.01,51.67,10.32,9.25,3.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,no,labour,26.67,35.34
647,Ynys Mon,wales,labour,22.35,32.3,1.07,13.37,1.56,0.0,26.08,3.27,0.0,0.0,0.0,0.0,0.0,no,labour,6.22,7.14
43,Beverley and Holderness,yorkshireandthehumber,conservative,49.63,24.89,6.97,15.6,2.27,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,no,conservative,24.74,24.41
109,Cambridge,eastofengland,libdems,27.83,27.67,24.71,7.75,11.88,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,yes,conservative,0.16,13.55
636,Woking,southeastengland,conservative,57.28,9.97,17.86,10.87,3.94,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,no,conservative,39.42,12.9
603,Washington and Sunderland West,northeastengland,labour,22.47,54.04,2.45,17.42,2.88,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,no,labour,31.57,30.69
379,Motherwell and Wishaw,scotland,labour,8.07,39.94,1.68,1.8,0.8,47.47,0.0,0.23,0.0,0.0,0.0,0.0,0.0,yes,snp,7.53,42.96
472,Romsey and Southampton North,southeastengland,conservative,51.65,7.34,18.49,17.15,5.34,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,no,conservative,33.16,8.49
152,Coventry North East,westmidlands,labour,23.9,52.25,2.95,13.7,3.68,0.0,0.0,3.51,0.0,0.0,0.0,0.0,0.0,no,labour,28.35,27.14
288,Hornsey and Wood Green,london,libdems,17.12,41.38,30.77,4.01,6.64,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,yes,labour,10.61,12.49
388,Newcastle upon Tyne North,northeastengland,labour,20.46,46.24,13.39,14.06,5.17,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,no,labour,25.78,7.77
562,Sutton Coldfield,westmidlands,conservative,59.51,22.23,3.95,10.76,3.04,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,no,conservative,37.29,36.31
401,North Durham,northeastengland,labour,21.85,46.45,7.35,17.69,3.43,0.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0,no,labour,24.6,17.37
418,North West Durham,northeastengland,labour,14.55,47.89,15.81,18.03,3.29,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,no,labour,29.86,6.63
630,Wirral West,northwestengland,conservative,42.51,39.26,3.13,11.65,3.15,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,no,conservative,3.24,6.19
92,Bristol West,southwestengland,libdems,20.87,30.69,29.94,4.2,13.54,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,yes,labour,0.75,20.54
162,Dagenham and Rainham,london,labour,34.1,46.87,1.27,8.95,1.38,0.0,0.0,7.43,0.0,0.0,0.0,0.0,0.0,no,labour,12.78,5.95
558,Suffolk Coastal,eastofengland,conservative,48.6,17.25,11.47,17.42,5.24,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,no,conservative,31.18,16.63
385,Newbury,southeastengland,conservative,62.4,5.5,16.0,11.66,4.38,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,no,conservative,46.4,20.9
55,Birmingham Yardley,westmidlands,libdems,21.59,35.92,24.42,12.78,3.6,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,yes,labour,11.51,7.35
343,Loughborough,eastmidlands,conservative,46.29,35.87,3.83,11.04,2.39,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,no,conservative,10.42,7.09
25,Barrow and Furness,northwestengland,labour,35.15,53.08,1.48,8.7,1.23,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,no,labour,17.94,11.8
568,Telford,westmidlands,labour,36.72,39.36,2.28,16.54,4.59,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,no,labour,2.64,2.37
539,St. Ives,southwestengland,libdems,42.54,9.86,25.95,14.9,5.47,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,yes,conservative,16.6,3.74
260,Haltemprice and Howden,yorkshireandthehumber,conservative,51.62,18.57,8.91,17.21,2.38,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,no,conservative,33.05,23.81
236,Gedling,eastmidlands,labour,37.05,40.48,2.13,17.44,2.43,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,no,labour,3.43,3.86
118,Carmarthen West and South Pembrokeshire,wales,conservative,40.68,29.76,1.61,15.96,1.8,0.0,10.06,0.12,0.0,0.0,0.0,0.0,0.0,no,conservative,10.92,8.45
519,South Shields,northeastengland,labour,22.31,53.76,2.05,16.32,2.69,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,no,labour,31.44,26.3
412,North Somerset,southwestengland,conservative,54.27,12.65,14.96,12.91,5.18,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,no,conservative,39.31,13.57
19,"Ayr, Carrick and Cumnock",scotland,labour,22.96,28.01,1.38,1.03,0.39,46.19,0.0,0.03,0.0,0.0,0.0,0.0,0.0,yes,snp,18.18,21.6
335,Lincoln,eastmidlands,conservative,42.79,37.12,5.08,11.31,2.96,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,no,conservative,5.67,2.31
564,Swansea West,wales,labour,21.36,34.57,15.12,19.21,3.92,0.0,4.45,1.36,0.0,0.0,0.0,0.0,0.0,no,labour,13.21,1.42
376,Moray,scotland,snp,19.87,4.98,3.95,1.76,0.92,68.49,0.0,0.03,0.0,0.0,0.0,0.0,0.0,no,snp,48.62,13.63
38,Belfast West,northernireland,sinnfein,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,68.76,13.46,2.37,7.46,3.0,no,sinnfein,55.3,57.18
124,Ceredigion,wales,libdems,12.76,6.28,34.62,11.19,4.49,0.0,30.62,0.04,0.0,0.0,0.0,0.0,0.0,no,libdems,4.0,21.76
10,Amber Valley,eastmidlands,conservative,43.09,38.67,2.11,11.58,2.15,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,no,conservative,4.42,1.17
134,Chingford and Woodford Green,london,conservative,56.1,28.23,4.21,5.36,5.18,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,no,conservative,27.87,30.07
85,Bridgwater and West Somerset,southwestengland,conservative,54.56,20.53,11.32,8.06,3.03,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,no,conservative,34.03,16.97
545,Stockport,northwestengland,labour,24.94,48.38,8.61,15.38,2.22,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,no,labour,23.44,17.34
447,Plymouth Moor View,southwestengland,labour,32.83,36.54,2.76,19.93,4.97,0.0,0.0,2.96,0.0,0.0,0.0,0.0,0.0,no,labour,3.71,3.82
310,Kingston and Surbiton,london,libdems,36.19,12.71,32.26,11.35,7.37,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,yes,conservative,3.93,13.24
110,Cannock Chase,westmidlands,conservative,43.08,33.66,2.99,16.94,1.65,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,no,conservative,9.42,7.01
39,Bermondsey and Old Southwark,london,libdems,18.09,37.15,33.13,4.26,6.4,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,yes,labour,4.02,19.1
281,Hertsmere,eastofengland,conservative,60.12,20.76,3.83,12.5,2.35,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,no,conservative,39.35,37.24
169,Derby South,eastmidlands,labour,29.43,43.9,5.05,17.79,3.35,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,no,labour,14.47,14.86
349,Maidenhead,southeastengland,conservative,67.5,8.92,11.22,8.32,2.79,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,no,conservative,56.28,31.22
316,Knowsley,northwestengland,labour,8.75,78.4,2.01,8.1,1.63,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,no,labour,69.64,57.52
432,Ogmore,wales,labour,16.53,54.84,3.27,12.1,1.78,0.0,10.42,1.07,0.0,0.0,0.0,0.0,0.0,no,labour,38.31,38.23
428,Nottingham North,eastmidlands,labour,27.2,51.74,3.26,11.81,4.68,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,no,labour,24.55,23.74
100,Burton,westmidlands,conservative,45.97,31.49,2.24,17.21,2.34,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,no,conservative,14.49,12.65
276,Hemsworth,yorkshireandthehumber,labour,23.59,51.28,1.88,13.67,1.74,0.0,0.0,7.84,0.0,0.0,0.0,0.0,0.0,no,labour,27.7,22.45
161,Cynon Valley,wales,labour,10.43,51.52,2.38,13.03,1.88,0.0,20.7,0.05,0.0,0.0,0.0,0.0,0.0,no,labour,30.83,32.19
409,North Herefordshire,westmidlands,conservative,57.72,8.28,12.89,15.87,5.06,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,no,conservative,41.86,20.78
626,Wimbledon,london,conservative,52.24,27.68,9.54,6.48,3.99,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,no,conservative,24.57,24.07
619,West Suffolk,eastofengland,conservative,57.39,17.38,8.15,13.47,1.87,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,no,conservative,40.01,27.14
553,Strangford,northernireland,dup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,3.4,5.16,26.96,48.03,11.76,no,dup,21.08,18.08
479,Runnymede and Weybridge,southeastengland,conservative,62.32,15.78,6.71,11.37,3.3,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,no,conservative,46.55,34.29
218,Erewash,eastmidlands,conservative,41.95,33.8,3.14,17.03,2.8,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,no,conservative,8.15,5.25
18,Aylesbury,southeastengland,conservative,61.45,15.67,11.68,8.46,2.7,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,no,conservative,45.78,23.73
59,Blackpool North and Cleveleys,northwestengland,conservative,43.03,40.57,1.94,11.84,1.5,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,no,conservative,2.46,5.3
457,Putney,london,conservative,52.84,31.96,3.98,6.84,4.22,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,no,conservative,20.88,24.65
70,Boston and Skegness,eastmidlands,conservative,40.54,16.28,1.62,38.57,2.14,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,no,conservative,1.97,28.81
32,Beaconsfield,southeastengland,conservative,68.11,13.98,5.34,9.92,2.03,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,no,conservative,54.13,41.5
194,East Hampshire,southeastengland,conservative,58.98,9.0,11.41,14.32,5.22,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,no,conservative,44.66,26.3
531,Southampton Test,southeastengland,labour,33.48,40.76,6.5,13.5,5.71,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,no,labour,7.28,5.46
645,Worthing West,southeastengland,conservative,54.23,13.12,10.08,15.45,6.98,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,no,conservative,38.78,23.88
587,Upper Bann,northernireland,dup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,24.84,10.74,24.61,35.13,4.65,no,dup,10.29,8.12
404,North East Derbyshire,eastmidlands,labour,32.9,37.64,6.65,21.02,1.77,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,no,labour,4.74,5.2
357,Meon Valley,southeastengland,conservative,64.25,8.14,14.39,7.68,4.41,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,no,conservative,49.86,23.66
557,Stroud,southwestengland,conservative,40.63,36.14,1.98,11.51,9.7,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,no,conservative,4.48,2.24
94,Bromley and Chislehurst,london,conservative,53.92,20.22,7.06,13.63,4.51,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,no,conservative,33.7,31.56
392,Newry and Armagh,northernireland,sinnfein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,44.4,21.89,30.39,0.0,2.35,no,sinnfein,14.01,18.55
378,Morley and Outwood,yorkshireandthehumber,labour,35.97,43.74,3.29,13.27,1.69,0.0,0.0,2.05,0.0,0.0,0.0,0.0,0.0,no,labour,7.77,2.25
319,Lancaster and Fleetwood,northwestengland,conservative,35.63,37.35,4.51,13.5,8.64,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,yes,labour,1.72,0.78
255,Guildford,southeastengland,conservative,56.06,6.07,17.47,14.17,6.16,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,no,conservative,38.59,14
52,Birmingham Northfield,westmidlands,labour,36.33,43.64,2.55,12.28,3.46,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,no,labour,7.31,6.65
387,Newcastle upon Tyne East,northeastengland,labour,17.48,48.82,12.74,14.88,5.48,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,no,labour,31.34,11.77
232,Fylde,northwestengland,conservative,53.27,22.98,6.67,14.15,2.89,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,no,conservative,30.29,30.18
482,Rutland and Melton,eastmidlands,conservative,57.59,15.81,8.95,12.97,4.03,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,no,conservative,41.78,25.35
345,Ludlow,westmidlands,conservative,57.29,7.67,13.42,17.02,4.24,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,no,conservative,40.28,20.01
405,North East Fife,scotland,libdems,19.7,6.01,32.06,1.64,1.03,39.51,0.0,0.04,0.0,0.0,0.0,0.0,0.0,yes,snp,7.45,22.58
413,North Swindon,southwestengland,conservative,47.45,31.21,3.03,12.4,3.61,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,no,conservative,16.24,14.04
390,Newport East,wales,labour,24.99,39.15,15.32,14.72,2.05,0.0,2.57,1.21,0.0,0.0,0.0,0.0,0.0,no,labour,14.16,4.79
523,South Thanet,southeastengland,conservative,38.01,24.79,1.62,32.96,2.6,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,no,conservative,5.05,16.58
502,Sleaford and North Hykeham,eastmidlands,conservative,56.0,17.87,3.77,16.02,2.48,0.0,0.0,3.87,0.0,0.0,0.0,0.0,0.0,no,conservative,38.13,33.44
464,Rhondda,wales,labour,6.75,54.18,1.54,12.82,1.86,0.0,18.52,4.33,0.0,0.0,0.0,0.0,0.0,no,labour,35.67,37.18
629,Wirral South,northwestengland,labour,37.44,44.55,3.09,11.72,3.17,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,no,labour,7.11,1.33
22,Barking,london,labour,16.47,57.45,1.12,14.22,1.28,0.0,0.0,9.45,0.0,0.0,0.0,0.0,0.0,no,labour,40.98,36.51
569,Tewkesbury,southwestengland,conservative,55.11,13.87,15.92,11.07,3.69,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,no,conservative,39.2,11.69
458,Rayleigh and Wickford,eastofengland,conservative,61.2,16.08,2.42,13.56,2.74,0.0,0.0,4.01,0.0,0.0,0.0,0.0,0.0,no,conservative,45.12,42.68
293,Huntingdon,eastofengland,conservative,58.89,14.04,12.97,11.58,1.27,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,no,conservative,44.86,19.94
591,Vauxhall,london,labour,20.75,55.33,8.94,4.12,10.58,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,no,labour,34.58,24.66
620,West Tyrone,northernireland,sinnfein,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.83,48.32,11.71,12.94,20.17,3.7,no,sinnfein,28.15,28.67
